titulo,operacion,sector_buscado,precio_texto,precio_num,moneda,habitaciones,banos,metros_m2,amueblado,ubicacion,url
Alquiler en Res. Martina Caribean ll,alquiler,todos,"RD$ 34,000",34000.0,DOP,3.0,3,,sí,"Distrito Nacional, Santo Domingo.null, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/alquiler-en-res-martina-caribean-ll-9seqss1
ALQUILER DE APARTAMENTO TERCER NIVEL,alquiler,todos,"RD$ 10,000",10000.0,DOP,,2,,sí,"Santo Domingo Este, Santo Domingo.Las Américas, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/alquiler-de-apartamento-sa3ek6n
Apartamento nuevo en Evaristo Morales,alquiler,todos,"US$ 1,800",1800.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-nuevo-en-evaristo-morales-jf4pyvw
5 apartamento disponibles en 4 niveles incluido el zotano.Ver descripción.,alquiler,todos,"RD$ 18,000",18000.0,DOP,3.0,3,,sí,"Santo Domingo Norte, Santo Domingo.Villa Mella, Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/5-apartamento-disponibles-en-4-niveles-incluido-el-zotano-ver-descripcion-c5gan6e
Apartamento amueblado en el Mirador Norte,alquiler,todos,"US$ 1,650",1650.0,USD,,3,,sí,"Distrito Nacional, Santo Domingo.Mirador Norte, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-en-el-mirador-norte-jqmbhn6
APTAMENTO EN ALQUILER ENTRE AMERICA Y ECOLOGICA,alquiler,todos,"RD$ 21,000",21000.0,DOP,3.0,3,,sí,"location_onSanto Domingo Este, Santo Domingo.Las Américas, Santo Domingo Esteapartmentapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/aptamento-en-alquiler-en-brisa-oriental-vi-zjvm7gy
"Alquilo Apto Amueblado Torre RR5 USD$1,000.00",alquiler,todos,"US$ 1,000",1000.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/alquilo-apto-amueblado-torre-rr5-usd-1-000-00-ft9mq2q
Apartamento en Venta y Renta en 4to Nivel Altos de Arroyo Hondo,alquiler,todos,"RD$ 36,000",36000.0,DOP,3.0,3,115.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-venta-y-renta-en-4to-nivel-altos-de-arroyo-hondo-jtm0bh4
Alquilo Apartamento de 3 Hab. en Ciudad Real II,alquiler,todos,"RD$ 25,000",25000.0,DOP,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Ciudad Real II, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/alquilo-apartamento-de-3-hab-en-ciudad-real-ii-ey1kxh3
Apartamento en EVARISTO MORALES,alquiler,todos,"US$ 1,400",1400.0,USD,1.0,1,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-evaristo-morales-acs8ky8
APARTAMENTO EN ALQUILER FULL AMUEBLADO EN EL MILLÓ,alquiler,todos,US$ 750,750.0,USD,1.0,1,74.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-full-amueblado-en-el-millo-a6mcfdz
Apartamento en Alquiler Amueblado  Sector: Piantin,alquiler,todos,"US$ 1,150",1150.0,USD,3.0,1,,sí,"Distrito Nacional, Santo Domingo.Piantini, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-amueblado-sector-piantin-wj87a7b
Apartamento en Alquiler Amueblado,alquiler,todos,US$ 930,930.0,USD,2.0,1,,sí,"Distrito Nacional, Santo Domingo.Gazcue, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-amueblado-t25n8rz
Apartamento Nuevo A Estrenar,alquiler,todos,US$ 900,900.0,USD,3.0,1,,sí,"Distrito Nacional, Santo Domingo.Urbanización Real, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-nuevo-a-estrenar-mkgnzk4
Apartamento nuevo a estrenar en Alquiler,alquiler,todos,"US$ 1,100",1100.0,USD,3.0,2,,sí,"Distrito Nacional, Santo Domingo.Urbanización Real, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-nuevo-a-estrenar-en-alquiler-mckyy2g
Apartamento Alquiler Amueblado Piantini,alquiler,todos,"US$ 1,100",1100.0,USD,3.0,1,,sí,"Distrito Nacional, Santo Domingo.Piantini, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-alquiler-amueblado-piantini-99x2dvf
Apartamento de 1 habitación Completamente Amueblad,alquiler,todos,"US$ 1,100",1100.0,USD,1.0,3,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-de-1-habitacion-completamente-amueblad-76vprhb
Apartamento de 1 habitación Completamente Amueblad,alquiler,todos,"US$ 1,100",1100.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-de-1-habitacion-completamente-amueblad-5zkv00v
APARTAMENTO AMUEBLADO EN LAS PRADERAS DE 3 HABITAC,alquiler,todos,US$ 950,950.0,USD,3.0,3,120.0,sí,"Distrito Nacional, Santo Domingo.Las Praderas, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-en-las-praderas-de-3-habitac-vpqgksb
"APARTAMENTO EN ALQUILER EN ALMA ROSA I, AR-02.",alquiler,todos,"RD$ 21,000",21000.0,DOP,3.0,3,250.0,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-en-alma-rosa-i-ar-02-12spmxg
Apartamento Segundo Nivel Av. Monumental,alquiler,todos,"RD$ 29,500",29500.0,DOP,3.0,3,1750.0,sí,"Santo Domingo Oeste, Santo Domingo.Otro, Santo Domingo Oeste",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-segundo-nivel-av-monumental-9w0s0wc
Apartamento en ZONA COLONIAL,alquiler,todos,US$ 950,950.0,USD,,3,250.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalapartmentapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-zona-colonial-h472qam
Amplio Apartamento con Terraza y Finamente Amueblado En Gazcue!,alquiler,todos,"US$ 3,000",3000.0,USD,3.0,3,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/amplio-apartamento-con-terraza-y-finamente-amueblado-en-gazcue-nyj8cv4
Apartamento en LOS CACICAZGOS,alquiler,todos,"US$ 8,000",8000.0,USD,4.0,4,800.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-los-cacicazgos-a4st8zy
Apartamento en ZONA COLONIAL,alquiler,todos,"US$ 1,500",1500.0,USD,,1,88.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalapartmentapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-zona-colonial-qheffr7
Apartamento Moderno en Alquiler | Mirador Norte –,alquiler,todos,"US$ 1,600",1600.0,USD,3.0,3,17.0,sí,"Distrito Nacional, Santo Domingo.Mirador Norte, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-moderno-en-alquiler-mirador-norte-11qdweb
Apartamento con Linea Blanca en Naco,alquiler,todos,"US$ 1,250",1250.0,USD,2.0,2,142.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-con-linea-blanca-en-naco-901zp4a
Aparamento en Naco Incluye Linea Blanca,alquiler,todos,"US$ 1,250",1250.0,USD,2.0,2,100.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/aparamento-en-naco-incluye-linea-blanca-ban1fgg
"Jardines del Sur, Distrito Nacional, Santo Domingo",alquiler,todos,"RD$ 55,000",55000.0,DOP,2.0,2,120.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/jardines-del-sur-distrito-nacional-santo-domingo-vv6b6q2
SE ALQUILA APARTAMENTO 📍En el Millon 1 Habitacion,alquiler,todos,"RD$ 40,000",40000.0,DOP,1.0,1,147.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/se-alquila-apartamento-en-el-millon-1-habitacion-rcyvdjr
Apartamento primer nivel + Terraza Privada,alquiler,todos,"RD$ 55,000",55000.0,DOP,2.0,2,30.0,sí,"Distrito Nacional, Santo Domingo.Renacimiento, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-primer-nivel-terraza-privada-vrkp3w2
APARTAMENTO AMUEBLADO DE 1 HABITACION EN MALECON CENTER,alquiler,todos,US$ 950,950.0,USD,1.0,1,68.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-de-1-habitacion-en-malecon-center-783bft6
Apartamento Segundo Nivel en Bella Vista Proximo a,alquiler,todos,"US$ 1,250",1250.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Bella Vista, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-segundo-nivel-en-bella-vista-proximo-a-e3yxsry
Alquilo pequeño espacio ideal para oficina ubicado en Gazcue.,alquiler,todos,US$ 350,350.0,USD,20.0,1,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/alquilo-pequeno-espacio-ideal-para-oficina-ubicado-en-gazcue-hc4ce12
APARTAMENTO EN MALECÓN CENTER CON VISTAS PANORÁMICAS ESPECTACULARES,alquiler,todos,US$ 700,700.0,USD,1.0,1,70.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-malecon-center-con-vistas-panoramicas-espectaculares-vmfwebc
Apartamento en alquiler en gazcue de 2 habitacione,alquiler,todos,US$ 650,650.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Gazcue, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-en-gazcue-de-2-habitacione-aw57bew
"ACOGEDOR APARTAMENTO BELLA VISTA SUR, CLASICO, EXCELENTE UBICACIÓN",alquiler,todos,US$ 800,800.0,USD,2.0,2,100.0,sí,"Distrito Nacional, Santo Domingo.Bella Vista, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/acogedor-apartamento-bella-vista-sur-clasico-excelente-ubicacion-2qtrapc
"Apto en la av. Jacobo Majluta, casa club con pisci",alquiler,todos,"RD$ 30,000",30000.0,DOP,3.0,3,,sí,"Santo Domingo Norte, Santo Domingo.Otro, Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apto-en-la-av-jacobo-majluta-casa-club-con-pisci-1mggev4
"Apartamento Amueblado con Excelente Ubicación, Cerca de la Av. Independencia.",alquiler,todos,"RD$ 45,000",45000.0,DOP,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Otro, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-con-excelente-ubicacion-cerca-de-la-av-independencia-n2fm0df
Apartamento en Alquiler con Amplia Terraza Privada,alquiler,todos,"US$ 3,200",3200.0,USD,3.0,3,265.0,sí,"Distrito Nacional, Santo Domingo.Los Cacicazgos, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-con-amplia-terraza-privada-g9qqxj2
APARTAMENTO AMUEBLADO EN LA JULIA CON VISTA AL MAR,alquiler,todos,"US$ 2,350",2350.0,USD,2.0,2,64.0,sí,"Distrito Nacional, Santo Domingo.La Esperilla, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-en-la-julia-con-vista-al-mar-ckb46rh
"Evaristo Morales, Distrito Nacional, Santo Doming",alquiler,todos,"US$ 1,200",1200.0,USD,1.0,1,147.0,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/evaristo-morales-distrito-nacional-santo-doming-y04wwcf
Apartamento en alquiler Amueblado En Malecón Cente,alquiler,todos,"US$ 1,500",1500.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-amueblado-en-malecon-cente-sagxasb
Apartamento Amueblado En Malecón Center,alquiler,todos,"US$ 1,500",1500.0,USD,2.0,2,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-en-malecon-center-reezcg3
Apartamento en venta y alquiler amueblado en Malecon Center,alquiler,todos,US$ 800,800.0,USD,1.0,1,66.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-venta-y-alquiler-amueblado-en-malecon-center-9wftvtb
Apartamento en venta y alquiler amueblado en Malecon Center,alquiler,todos,US$ 800,800.0,USD,1.0,1,66.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-venta-y-alquiler-amueblado-en-malecon-center-pcmsczx
"Apartamento en Alquiler en Bella Vista Sur, Con Linea BLANCA.",alquiler,todos,"US$ 1,900",1900.0,USD,3.0,3,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-en-bella-vista-sur-con-linea-blanca-w7fyzf1
"APARTAMENTO AMUEBLADO, CON PSICINA Y GYM DE 2 HABITACIONES EN MALECON CENTER",alquiler,todos,"US$ 1,500",1500.0,USD,2.0,2,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-con-psicina-y-gym-de-2-habitaciones-en-malecon-center-7y4939f
Apartamento amueblado con impresionantes vistas al mar en Malecon Center,alquiler,todos,US$ 950,950.0,USD,1.0,1,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-con-impresionantes-vistas-al-mar-en-malecon-center-c3ksd0q
Apartamento de 1 habitacion amueblado en alquiler,alquiler,todos,US$ 800,800.0,USD,1.0,1,66.0,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-de-1-habitacion-amueblado-en-alquiler-qr4p31g
APARTAMENTO AMUEBLADO EN VENTA Y ALQUILER EN MALEC,alquiler,todos,"US$ 1,500",1500.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-en-venta-y-alquiler-en-malec-jvqf24k
APARTAMENTO AMUEBLADO EN VENTA Y ALQUILER EN MALEC,alquiler,todos,US$ 950,950.0,USD,3.0,1,68.0,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-en-venta-y-alquiler-en-malec-j695nyr
Apartamento de 1 habitacion amueblado con vista al,alquiler,todos,US$ 950,950.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-de-1-habitacion-amueblado-con-vista-al-gmtq5y1
APARTAMENTO FULL AMUEBLADO EN EL MILLÓN,alquiler,todos,US$ 750,750.0,USD,1.0,1,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-full-amueblado-en-el-millon-2xjkdtm
Apartamento en alquiler | 1 habitación + línea blanca,alquiler,todos,US$ 675,675.0,USD,1.0,1,187.0,sí,"Distrito Nacional, Santo Domingo.null, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-1-habitacion-linea-blanca-73mhd5w
Apartamento en Hato Nuevo manoguayabo,alquiler,todos,"RD$ 15,000",15000.0,DOP,2.0,2,,sí,"Santo Domingo Oeste, Santo Domingo.Hato Nuevo, Santo Domingo Oeste",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-hato-nuevo-manoguayabo-nch68nm
Apartamento Torre Moderna incluye Linea Blanca Sec,alquiler,todos,"US$ 1,250",1250.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Ensanche Naco, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-torre-moderna-incluye-linea-blanca-sec-drzq20b
Apartamento en venta en serralle de una habitación,alquiler,todos,US$ 750,750.0,USD,1.0,1,44.0,sí,"Distrito Nacional, Santo Domingo.Serrallés, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-venta-en-serralle-de-una-habitacion-bdr6xd0
Se Alquila Aparta Studio Amueblado en Piantini,alquiler,todos,"RD$ 35,200",35200.0,DOP,3.0,1,30.0,sí,"Distrito Nacional, Santo Domingo.Piantini, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/se-alquila-aparta-studio-amueblado-en-piantini-gwcmb5s
alquiler de apartamento en zona universitaria,alquiler,todos,"RD$ 45,000",45000.0,DOP,,1,63.0,sí,"Distrito Nacional, Santo Domingo.Zona Universitaria, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/alquiler-de-apartamento-en-zona-universitaria-1vpb730
Apartamento con Línea Blanca en Naco,alquiler,todos,"US$ 1,250",1250.0,USD,1.0,2,142.0,sí,"Distrito Nacional, Santo Domingo.Ensanche Naco, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-con-linea-blanca-en-naco-5xwsg7s
Nave Industrial Santo Domingo Oeste,alquiler,todos,"RD$ 90,000",90000.0,DOP,,1,189.0,sí,"Santo Domingo Oeste, Santo Domingo.Km. 14, Santo Domingo Oeste",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/nave-industrial-santo-domingo-oeste-5fq8hc0
EN BELLA VISTA SUR APARTAMENTO AMUEBLADO EN ALQUILER,alquiler,todos,"US$ 1,250",1250.0,USD,1.0,3,215.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/en-bella-vista-sur-apartamento-amueblado-en-alquiler-2gqd7et
"Apartamento de 2 habitaciones en torre nueva, la Urbanización Real.",alquiler,todos,"US$ 1,000",1000.0,USD,2.0,2,20.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-de-2-habitaciones-en-torre-nueva-la-urbanizacion-real-kx0e9ws
APARTAMENTO DE 2 HABITACIONES EN MALECÓN CENTER,alquiler,todos,"US$ 1,110",1110.0,USD,2.0,2,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-de-2-habitaciones-en-malecon-center-twqzv07
Apartamento En Alquiler En Gazcue De Una Habitació,alquiler,todos,US$ 820,820.0,USD,1.0,1,73.0,sí,"Distrito Nacional, Santo Domingo.Gazcue, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-en-gazcue-de-una-habitacio-btedtq5
Apartamento amueblado de 1 habitacion en alquiler en Malecón Center,alquiler,todos,US$ 950,950.0,USD,1.0,1,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-de-1-habitacion-en-alquiler-en-malecon-center-x00adbj
Apartamento segundo nivel Nuevo a estrenar,alquiler,todos,"RD$ 32,000",32000.0,DOP,3.0,3,1750.0,sí,"Santo Domingo Norte, Santo Domingo.Jacobo Majluta , Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-segundo-nivel-nuevo-a-estrenar-tbp8sdj
Apartamentos de 1 habitación espectaculares en alquiler en Gazcue,alquiler,todos,US$ 850,850.0,USD,1.0,1,60.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamentos-de-1-habitacion-espectaculares-en-alquiler-en-gazcue-khvt9a2
Hermoso y acogedor apartamento en alquiler Amueblado en Piantini!!,alquiler,todos,"US$ 1,300",1300.0,USD,1.0,1,250.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/hermoso-y-acogedor-apartamento-en-alquiler-amueblado-en-piantini-8y6r1as
Apartamento en Viejo Arroyo Hondo,alquiler,todos,"US$ 1,650",1650.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Arroyo Hondo Viejo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-viejo-arroyo-hondo-4qhc9v9
Apartamento de 3 habitaciones en Jardines del Arroyo en alquiler,alquiler,todos,"RD$ 22,000",22000.0,DOP,3.0,3,,sí,"Santo Domingo Norte, Santo Domingo.El Licey, Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-de-3-habitaciones-en-jardines-del-arroyo-en-alquiler-4kr5skv
Amplio Apartamento de 3 Habitaciones en Av. Independencia,alquiler,todos,"RD$ 45,000",45000.0,DOP,3.0,3,155.0,sí,"Santo Domingo Oeste, Santo Domingo.Otro, Santo Domingo Oeste",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/amplio-apartamento-de-3-habitaciones-en-av-independencia-wjvstj8
Apartamento Amueblado de 2 habitaciones en Alquile,alquiler,todos,"RD$ 55,000",55000.0,DOP,2.0,3,200.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-amueblado-de-2-habitaciones-en-alquile-b5wndj2
Apartamento en Alquiler con Amplia Terraza Privada,alquiler,todos,"US$ 3,200",3200.0,USD,3.0,3,265.0,sí,"Distrito Nacional, Santo Domingo.Los Cacicazgos, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/apartamento-en-alquiler-con-amplia-terraza-privada-1ez2t05
"Evaristo Morales, Distrito Nacional, Santo Domingo",alquiler,todos,"US$ 1,100",1100.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/evaristo-morales-distrito-nacional-santo-domingo-0pyc7cr
"Evaristo Morales, Distrito Nacional, Santo Domingo",alquiler,todos,US$ 900,900.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-alquiler/apartamentos/evaristo-morales-distrito-nacional-santo-domingo-058t92m
